BR,US,UK,Name,Kind,Size,N,Rating,GWB,Fill0D,Fill1D,StrandN,StrandD,CuBundD,InsTh,TwistLA,BeltTh,BeltTapeTh,ScreenTh,BedTh,ArmWireN,ArmWireD,ArmWireLA,ArmTapeTh,BraidTh,JackTh,Diameter,Weight
,,,LV350TQAT-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,,0.8,,,,0.8,,2.2,38.87,2.76
,,,LV25TQSB-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,0.21,1.8,,,,,1,1.8,20.34,0.37
,,,LV40TQSB-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,0.21,1.8,,,,,1,1.8,22.61,0.49
,,,LV60TQSB-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,0.21,1.8,,,,,1,1.8,23.99,0.6
,,,LV100TQSB-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,0.21,1.8,,,,,1,1.8,26.23,0.81
,,,LV160TQSB-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,0.21,1.8,,,,,1,1.88,28.93,1.1
,,,LV250TQSB-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,0.21,1.8,,,,,1,2.03,33.37,1.6
,,,LV350TQSB-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,0.21,1.9,,,,,1,2.13,36.53,2.07
,,,LV25TPSB-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,0.21,1.8,,,,,1,1.8,18.85,0.28
,,,LV40TPSB-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,0.21,1.8,,,,,1,1.8,20.73,0.36
,,,LV60TPSB-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,0.21,1.8,,,,,1,1.8,21.87,0.42
,,,LV100TPSB-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,0.21,1.8,,,,,1,1.8,23.73,0.55
,,,LV160TPSB-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,0.21,1.8,,,,,1,1.8,25.83,0.71
,,,LV250TPSB-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,0.21,1.8,,,,,1,1.9,29.46,1
,,,LV350TPSB-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,0.21,1.8,,,,,1,1.98,31.9,1.26
,,,LV25TQSB-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,0.21,1.8,,,,,1,1.8,22.61,0.31
,,,LV40TQSB-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,0.21,1.8,,,,,1,1.8,23.91,0.39
,,,LV60TQSB-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,0.21,1.8,,,,,1,1.8,25.29,0.49
,,,LV100TQSB-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,0.21,1.8,,,,,1,1.84,27.61,0.69
,,,LV160TQSB-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,0.21,1.8,,,,,1,1.93,30.32,0.97
,,,LV250TQSB-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,0.21,1.9,,,,,1,2.08,35.03,1.45
,,,LV350TQSB-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,0.21,2,,,,,1,2.19,38.4,1.9
,,,LV25TPSB-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,0.21,1.8,,,,,1,1.8,20.73,0.22
,,,LV40TPSB-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,0.21,1.8,,,,,1,1.8,21.81,0.27
,,,LV60TPSB-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,0.21,1.8,,,,,1,1.8,22.95,0.33
,,,LV100TPSB-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,0.21,1.8,,,,,1,1.8,24.81,0.45
,,,LV160TPSB-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,0.21,1.8,,,,,1,1.82,26.94,0.61
,,,LV250TPSB-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,0.21,1.8,,,,,1,1.94,30.66,0.87
,,,LV350TPSB-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,0.21,1.8,,,,,1,2.02,33.1,1.12
,,,LV25TQSB-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,0.21,1.8,,,,,1,2.03,33.34,0.65
,,,LV40TQSB-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,0.21,1.8,,,,,1,1.97,31.64,0.63
,,,LV60TQSB-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,0.21,1.8,,,,,1,1.97,31.56,0.69
,,,LV100TQSB-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,0.21,1.8,,,,,1,1.99,32.41,0.86
,,,LV160TQSB-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,0.21,1.9,,,,,1,2.09,35.34,1.16
,,,LV250TQSB-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,0.21,2,,,,,1,2.22,39.18,1.62
,,,LV350TQSB-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,0.21,2.1,,,,,1,2.33,42.55,2.1
,,,LV25TPSB-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,0.21,1.8,,,,,1,1.9,29.44,0.47
,,,LV40TPSB-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,0.21,1.8,,,,,1,1.85,28.03,0.45
,,,LV60TPSB-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,0.21,1.8,,,,,1,1.85,27.96,0.48
,,,LV100TPSB-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,0.21,1.8,,,,,1,1.87,28.67,0.57
,,,LV160TPSB-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,0.21,1.8,,,,,1,1.95,30.92,0.73
,,,LV250TPSB-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,0.21,1.8,,,,,1,2.04,33.74,0.99
,,,LV350TPSB-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,0.21,1.9,,,,,1,2.13,36.4,1.25
,,,LV25TPS-GWB-1K,LV,2.5,2,1,X,,2.39,7,0.655,1.965,0.8,10,0.05,0.34,1,,,,,,,1.8,13.52,0.175
,,,LV40TPS-GWB-1K,LV,4,2,1,X,,3.01,7,0.83,2.49,1,10,0.05,0.34,1,,,,,,,1.8,15.36,0.239
,,,LV60TPS-GWB-1K,LV,6,2,1,X,,3.38,7,1.015,3.045,1,10,0.05,0.34,1,,,,,,,1.8,16.48,0.296
,,,LV100TPS-GWB-1K,LV,10,2,1,X,,3.99,7,1.317,3.951,1,10,0.05,0.34,1,,,,,,,1.8,18.28,0.406
,,,LV160TPS-GWB-1K,LV,16,2,1,X,,4.68,7,1.661,4.983,1,10,0.05,0.34,1,,,,,,,1.8,20.34,0.556
,,,LV250TPS-GWB-1K,LV,25,2,1,X,,5.81,7,2.09,6.27,1.2,10,0.05,0.34,1,,,,,,,1.8,23.72,0.812
,,,LV350TPS-GWB-1K,LV,35,2,1,X,,6.55,7,2.461,7.383,1.2,10,0.05,0.34,1,,,,,,,1.8,25.94,1.045
,,,LV25TTS-GWB-1K,LV,2.5,3,1,X,0.56,1.69,7,0.67,2.01,0.8,11,0.05,0.4,0.7,,,,,,,1.8,13.68,0.2
,,,LV40TTS-GWB-1K,LV,4,3,1,X,0.71,2.13,7,0.85,2.55,1,11,0.05,0.4,0.7,,,,,,,1.8,15.71,0.28
,,,LV60TTS-GWB-1K,LV,6,3,1,X,0.79,2.4,7,1.04,3.12,1,11,0.05,0.4,0.7,,,,,,,1.8,16.94,0.36
,,,LV100TTS-GWB-1K,LV,10,3,1,X,0.94,2.83,7,1.36,4.05,1,11,0.05,0.4,0.7,,,,,,,1.8,18.94,0.51
,,,LV160TTS-GWB-1K,LV,16,3,1,X,1.1,3.32,7,1.71,5.1,1,11,0.05,0.4,0.7,,,,,,,1.8,21.2,0.72
,,,LV250TTS-GWB-1K,LV,25,3,1,X,1.37,4.13,7,2.15,6.42,1.2,11,0.05,0.4,0.7,,,,,,,1.8,24.91,1.08
,,,LV350TTS-GWB-1K,LV,35,3,1,X,1.54,4.66,7,2.53,7.56,1.2,11,0.05,0.4,0.7,,,,,,,1.8,27.36,1.41
,,,LV25TQS-GWB-1K,LV,2.5,4,1,X,1.48,1.48,7,0.655,1.965,0.8,10,0.05,0.34,1,,,,,,,1.8,15,0.244
,,,LV40TQS-GWB-1K,LV,4,4,1,X,1.86,1.86,7,0.83,2.49,1,10,0.05,0.34,1,,,,,,,1.8,17.22,0.344
,,,LV60TQS-GWB-1K,LV,6,4,1,X,2.09,2.09,7,1.015,3.045,1,10,0.05,0.34,1,,,,,,,1.8,18.57,0.44
,,,LV100TQS-GWB-1K,LV,10,4,1,X,2.46,2.46,7,1.317,3.951,1,10,0.05,0.34,1,,,,,,,1.8,20.74,0.629
,,,LV160TQS-GWB-1K,LV,16,4,1,X,2.89,2.89,7,1.661,4.983,1,10,0.05,0.34,1,,,,,,,1.8,23.23,0.891
,,,LV250TQS-GWB-1K,LV,25,4,1,X,3.59,3.59,7,2.09,6.27,1.2,10,0.05,0.34,1,,,,,,,1.8,27.31,1.33
,,,LV350TQS-GWB-1K,LV,35,4,1,X,4.05,4.05,7,2.461,7.383,1.2,10,0.05,0.34,1,,,,,,,1.9,30.19,1.752
,,,LV25TPSB-GWB-1K,LV,2.5,2,1,X,,2.42,7,0.67,2.01,0.8,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,17.72,0.26
,,,LV40TPSB-GWB-1K,LV,4,2,1,X,,3.05,7,0.85,2.55,1,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,19.6,0.33
,,,LV60TPSB-GWB-1K,LV,6,2,1,X,,3.43,7,1.04,3.12,1,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,20.74,0.4
,,,LV100TPSB-GWB-1K,LV,10,2,1,X,,4.06,7,1.36,4.05,1,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,22.61,0.52
,,,LV160TPSB-GWB-1K,LV,16,2,1,X,,4.76,7,1.71,5.1,1,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,24.7,0.69
,,,LV250TPSB-GWB-1K,LV,25,2,1,X,,5.91,7,2.15,6.42,1.2,10,0.05,0.4,0.7,1.8,,,,,0.5,1.9,28.34,0.98
,,,LV350TPSB-GWB-1K,LV,35,2,1,X,,6.67,7,2.53,7.56,1.2,10,0.05,0.4,0.7,1.8,,,,,0.5,1.9,30.62,1.23
,,,LV25TTSB-GWB-1K,LV,2.5,3,1,X,0.56,1.69,7,0.67,2.01,0.8,11,0.05,0.4,0.7,1.8,,,,,0.5,1.8,18.28,0.29
,,,LV40TTSB-GWB-1K,LV,4,3,1,X,0.71,2.13,7,0.85,2.55,1,11,0.05,0.4,0.7,1.8,,,,,0.5,1.8,20.31,0.38
,,,LV60TTSB-GWB-1K,LV,6,3,1,X,0.79,2.4,7,1.04,3.12,1,11,0.05,0.4,0.7,1.8,,,,,0.5,1.8,21.54,0.47
,,,LV100TTSB-GWB-1K,LV,10,3,1,X,0.94,2.83,7,1.36,4.05,1,11,0.05,0.4,0.7,1.8,,,,,0.5,1.8,23.54,0.63
,,,LV160TTSB-GWB-1K,LV,16,3,1,X,1.1,3.32,7,1.71,5.1,1,11,0.05,0.4,0.7,1.8,,,,,0.5,1.8,25.8,0.86
,,,LV250TTSB-GWB-1K,LV,25,3,1,X,1.37,4.13,7,2.15,6.42,1.2,11,0.05,0.4,0.7,1.8,,,,,0.5,1.9,29.71,1.24
